Date,area,type,value
01-Oct-06,Southwest,southwest_error,0.20869446
01-Oct-06,England,england_error,-0.22237396
01-Nov-06,Northwest,northwest_error,-0.31809998
01-Nov-06,Westmidlands,westmidlands_error,1.2692566
01-Nov-06,London,london_error,-1.4443283000000002
01-Nov-06,Southwest,southwest_error,0.35626984
01-Nov-06,England,england_error,-0.17817688
01-Dec-06,Northwest,northwest_error,-0.31086731
01-Dec-06,Westmidlands,westmidlands_error,1.4514618000000001
01-Dec-06,London,london_error,-1.6248322
01-Dec-06,Southwest,southwest_error,0.50875854
01-Dec-06,England,england_error,-0.12895203
01-Jan-07,Northwest,northwest_error,-0.1067276
01-Jan-07,Westmidlands,westmidlands_error,1.5297393999999997
01-Jan-07,London,london_error,-1.611351
01-Jan-07,Southwest,southwest_error,0.55633545
01-Jan-07,England,england_error,-0.084747314
01-Feb-07,Northwest,northwest_error,-0.20258331
01-Feb-07,Westmidlands,westmidlands_error,1.40802
01-Feb-07,London,london_error,-1.5978698999999998
01-Feb-07,Southwest,southwest_error,0.7039032
01-Feb-07,England,england_error,-0.040550232
01-Mar-07,Northwest,northwest_error,0.11083984
01-Mar-07,Westmidlands,westmidlands_error,1.3980788999999998
01-Mar-07,London,london_error,-1.5663376
01-Mar-07,Southwest,southwest_error,0.8662261999999998
01-Mar-07,England,england_error,0.018737793
01-Apr-07,Northwest,northwest_error,0.31497955
01-Apr-07,Westmidlands,westmidlands_error,1.2763596000000001
01-Apr-07,London,london_error,-1.3528671
01-Apr-07,Southwest,southwest_error,0.71379852
01-Apr-07,England,england_error,0.062934875
01-May-07,Northwest,northwest_error,0.5222167999999999
01-May-07,Westmidlands,westmidlands_error,1.2585753999999998
01-May-07,London,london_error,-1.4333649
01-May-07,Southwest,southwest_error,0.86629486
01-May-07,England,england_error,0.11215209999999999
01-Jun-07,Northwest,northwest_error,0.42636108
01-Jun-07,Westmidlands,westmidlands_error,1.336853
01-Jun-07,London,london_error,-1.2198944
01-Jun-07,Southwest,southwest_error,1.0138626
01-Jun-07,England,england_error,0.056358337
01-Jul-07,Northwest,northwest_error,0.43359375
01-Jul-07,Westmidlands,westmidlands_error,1.5190582000000001
01-Jul-07,London,london_error,-1.1004028000000001
01-Jul-07,Southwest,southwest_error,1.1663513
01-Jul-07,England,england_error,0.20558167
01-Aug-07,Northwest,northwest_error,0.73773956
01-Aug-07,Westmidlands,westmidlands_error,1.6973343
01-Aug-07,London,london_error,-0.98691559
01-Aug-07,Southwest,southwest_error,1.4139252
01-Aug-07,England,england_error,0.34978485
01-Sep-07,Northwest,northwest_error,0.84187317
01-Sep-07,Westmidlands,westmidlands_error,1.6756133999999998
01-Sep-07,London,london_error,-0.8734436
01-Sep-07,Southwest,southwest_error,1.4614943999999999
01-Sep-07,England,england_error,0.49398041
01-Oct-07,Northwest,northwest_error,1.049118
01-Oct-07,Westmidlands,westmidlands_error,1.7578278000000003
01-Oct-07,London,london_error,-0.7539444000000001
01-Oct-07,Southwest,southwest_error,1.6139908
01-Oct-07,England,england_error,0.54321289
01-Nov-07,Northwest,northwest_error,0.9532546999999999
01-Nov-07,Westmidlands,westmidlands_error,1.9361038000000002
01-Nov-07,London,london_error,-0.64047241
01-Nov-07,Southwest,southwest_error,1.7615584999999998
01-Nov-07,England,england_error,0.68740845
01-Dec-07,Northwest,northwest_error,0.9604950000000001
01-Dec-07,Westmidlands,westmidlands_error,1.9183120999999999
01-Dec-07,London,london_error,-0.32098389
01-Dec-07,Southwest,southwest_error,1.9140471999999997
01-Dec-07,England,england_error,0.8366394
01-Jan-08,Northwest,northwest_error,1.1646347
01-Jan-08,Westmidlands,westmidlands_error,2.0965881
01-Jan-08,London,london_error,-0.007499695
01-Jan-08,Southwest,southwest_error,2.361618
01-Jan-08,England,england_error,1.1808395
01-Feb-08,Northwest,northwest_error,1.0687790000000001
01-Feb-08,Westmidlands,westmidlands_error,1.8748703000000002
01-Feb-08,London,london_error,0.005981445
01-Feb-08,Southwest,southwest_error,2.3091888
01-Feb-08,England,england_error,1.1250381
01-Mar-08,Northwest,northwest_error,1.0791091999999998
01-Mar-08,Westmidlands,westmidlands_error,1.9610061999999997
01-Mar-08,London,london_error,0.031486511
01-Mar-08,Southwest,southwest_error,2.3666
01-Mar-08,England,england_error,1.1792983999999997
01-Apr-08,Northwest,northwest_error,1.0832443
01-Apr-08,Westmidlands,westmidlands_error,2.0392837999999998
01-Apr-08,London,london_error,0.044967651
01-Apr-08,Southwest,southwest_error,2.4141692999999997
01-Apr-08,England,england_error,1.2234955
01-May-08,Northwest,northwest_error,1.1904755
01-May-08,Westmidlands,westmidlands_error,2.1214904999999997
01-May-08,London,london_error,0.16445923
01-May-08,Southwest,southwest_error,2.3666611
01-May-08,England,england_error,1.2727127
01-Jun-08,Northwest,northwest_error,1.1946259
01-Jun-08,Westmidlands,westmidlands_error,2.1997757
01-Jun-08,London,london_error,0.27793884
01-Jun-08,Southwest,southwest_error,2.414238
01-Jun-08,England,england_error,1.316925
01-Jul-08,Northwest,northwest_error,1.10186
01-Jul-08,Westmidlands,westmidlands_error,2.2819824
01-Jul-08,London,london_error,0.29743195
01-Jul-08,Southwest,southwest_error,2.4667206000000004
01-Jul-08,England,england_error,1.3661423000000001
01-Aug-08,Northwest,northwest_error,1.2060013
01-Aug-08,Westmidlands,westmidlands_error,2.2602615000000004
01-Aug-08,London,london_error,0.31091309
01-Aug-08,Southwest,southwest_error,2.614296
01-Aug-08,England,england_error,1.410347
01-Sep-08,Northwest,northwest_error,1.3101425
01-Sep-08,Westmidlands,westmidlands_error,2.2385406000000003
01-Sep-08,London,london_error,0.3243866
01-Sep-08,Southwest,southwest_error,2.8618622000000005
01-Sep-08,England,england_error,1.4545441000000001
01-Oct-08,Northwest,northwest_error,1.4173813
01-Oct-08,Westmidlands,westmidlands_error,2.3207473999999997
01-Oct-08,London,london_error,0.64388275
01-Oct-08,Southwest,southwest_error,3.114357
01-Oct-08,England,england_error,1.7037735
01-Nov-08,Northwest,northwest_error,1.7215271
01-Nov-08,Westmidlands,westmidlands_error,2.399025
01-Nov-08,London,london_error,0.85736084
01-Nov-08,Southwest,southwest_error,3.1619339
01-Nov-08,England,england_error,1.7479706000000002
01-Dec-08,Northwest,northwest_error,1.7287598000000002
01-Dec-08,Westmidlands,westmidlands_error,2.4812392999999995
01-Dec-08,London,london_error,0.97685242
01-Dec-08,Southwest,southwest_error,3.1144257
01-Dec-08,England,england_error,1.8972015
01-Jan-09,Northwest,northwest_error,1.6329041000000002
01-Jan-09,Westmidlands,westmidlands_error,2.4595184
01-Jan-09,London,london_error,1.090332
01-Jan-09,Southwest,southwest_error,3.0619965000000002
01-Jan-09,England,england_error,1.9413986
01-Feb-09,Northwest,northwest_error,1.5370483
01-Feb-09,Westmidlands,westmidlands_error,2.4377975
01-Feb-09,London,london_error,1.1038055
01-Feb-09,Southwest,southwest_error,2.8095703
01-Feb-09,England,england_error,1.8855971999999999
01-Mar-09,Northwest,northwest_error,1.4504622999999999
01-Mar-09,Westmidlands,westmidlands_error,2.327858
01-Mar-09,London,london_error,0.93533325
01-Mar-09,Southwest,southwest_error,2.5718918
01-Mar-09,England,england_error,1.744873
01-Apr-09,Northwest,northwest_error,1.4546051000000002
01-Apr-09,Westmidlands,westmidlands_error,2.3061371
01-Apr-09,London,london_error,0.84882355
01-Apr-09,Southwest,southwest_error,2.6194611
01-Apr-09,England,england_error,1.6890793000000002
01-May-09,Northwest,northwest_error,1.5618362
01-May-09,Westmidlands,westmidlands_error,1.9883422999999998
01-May-09,London,london_error,0.66831207
01-May-09,Southwest,southwest_error,2.5719528
01-May-09,England,england_error,1.5383072
01-Jun-09,Northwest,northwest_error,1.5659866000000002
01-Jun-09,Westmidlands,westmidlands_error,1.7666244999999998
01-Jun-09,London,london_error,0.38178253
01-Jun-09,Southwest,southwest_error,2.5195236
01-Jun-09,England,england_error,1.3825073
01-Jul-09,Northwest,northwest_error,1.6732178
01-Jul-09,Westmidlands,westmidlands_error,1.5488281000000002
01-Jul-09,London,london_error,0.001281738
01-Jul-09,Southwest,southwest_error,2.1720123
01-Jul-09,England,england_error,1.1317291
01-Aug-09,Northwest,northwest_error,1.5773621000000002
01-Aug-09,Westmidlands,westmidlands_error,1.2271118
01-Aug-09,London,london_error,-0.28524017
01-Aug-09,Southwest,southwest_error,1.6195831
01-Aug-09,England,england_error,0.87593079
01-Sep-09,Northwest,northwest_error,1.2815094
01-Sep-09,Westmidlands,westmidlands_error,0.90539551
01-Sep-09,London,london_error,-0.57175446
01-Sep-09,Southwest,southwest_error,1.5671538999999999
01-Sep-09,England,england_error,0.62013245
01-Oct-09,Northwest,northwest_error,1.1887436000000002
01-Oct-09,Westmidlands,westmidlands_error,0.58759308
01-Oct-09,London,london_error,-0.95227051
01-Oct-09,Southwest,southwest_error,1.1196518
01-Oct-09,England,england_error,0.2693634
01-Nov-09,Northwest,northwest_error,1.0928878999999998
01-Nov-09,Westmidlands,westmidlands_error,0.26587677
01-Nov-09,London,london_error,-1.3387909
01-Nov-09,Southwest,southwest_error,0.96722412
01-Nov-09,England,england_error,-0.08644104
01-Dec-09,Northwest,northwest_error,1.0001221
01-Dec-09,Westmidlands,westmidlands_error,0.048088074
01-Dec-09,London,london_error,-1.6192932
01-Dec-09,Southwest,southwest_error,0.7197113
01-Dec-09,England,england_error,-0.43721008
01-Jan-10,Northwest,northwest_error,0.80426025
01-Jan-10,Westmidlands,westmidlands_error,-0.17363739
01-Jan-10,London,london_error,-1.9058228
01-Jan-10,Southwest,southwest_error,0.46727753
01-Jan-10,England,england_error,-0.69300842
01-Feb-10,Northwest,northwest_error,0.70840454
01-Feb-10,Westmidlands,westmidlands_error,-0.39535522
01-Feb-10,London,london_error,-2.1923369999999998
01-Feb-10,Southwest,southwest_error,0.11485291
01-Feb-10,England,england_error,-1.0488129
01-Mar-10,Northwest,northwest_error,0.62181854
01-Mar-10,Westmidlands,westmidlands_error,-0.40529633
01-Mar-10,London,london_error,-2.4608078
01-Mar-10,Southwest,southwest_error,-0.12281799
01-Mar-10,England,england_error,-1.189537
01-Apr-10,Northwest,northwest_error,0.52596283
01-Apr-10,Westmidlands,westmidlands_error,-0.62701416
01-Apr-10,London,london_error,-2.7473297000000003
01-Apr-10,Southwest,southwest_error,-0.37524414
01-Apr-10,England,england_error,-1.4453353999999998
01-May-10,Northwest,northwest_error,0.53320313
01-May-10,Westmidlands,westmidlands_error,-0.74481201
01-May-10,London,london_error,-2.8278351
01-May-10,Southwest,southwest_error,-0.52275848
01-May-10,England,england_error,-1.496109
01-Jun-10,Northwest,northwest_error,0.53734589
01-Jun-10,Westmidlands,westmidlands_error,-0.86653137
01-Jun-10,London,london_error,-3.0143584999999997
01-Jun-10,Southwest,southwest_error,-0.67518616
01-Jun-10,England,england_error,-1.6519089
01-Jul-10,Northwest,northwest_error,0.54457855
01-Jul-10,Westmidlands,westmidlands_error,-0.98432159
01-Jul-10,London,london_error,-2.994873
01-Jul-10,Southwest,southwest_error,-0.7226944000000001
01-Jul-10,England,england_error,-1.7026825
01-Aug-10,Northwest,northwest_error,0.54872131
01-Aug-10,Westmidlands,westmidlands_error,-0.90603638
01-Aug-10,London,london_error,-3.0813827999999996
01-Aug-10,Southwest,southwest_error,-0.7751236
01-Aug-10,England,england_error,-1.7584762999999999
01-Sep-10,Northwest,northwest_error,0.55286407
01-Sep-10,Westmidlands,westmidlands_error,-0.92775726
01-Sep-10,London,london_error,-3.0679092
01-Sep-10,Southwest,southwest_error,-0.62754822
01-Sep-10,England,england_error,-1.7142792000000002
01-Oct-10,Northwest,northwest_error,0.66010284
01-Oct-10,Westmidlands,westmidlands_error,-0.94555664
01-Oct-10,London,london_error,-2.94841
01-Oct-10,Southwest,southwest_error,-0.67506409
01-Oct-10,England,england_error,-1.6650543000000002
01-Nov-10,Northwest,northwest_error,0.76424408
01-Nov-10,Westmidlands,westmidlands_error,-0.96727753
01-Nov-10,London,london_error,-2.9349365
01-Nov-10,Southwest,southwest_error,-0.72749329
01-Nov-10,England,england_error,-1.7208481
01-Dec-10,Northwest,northwest_error,0.77147675
01-Dec-10,Westmidlands,westmidlands_error,-1.0850677
01-Dec-10,London,london_error,-2.7154465
01-Dec-10,Southwest,southwest_error,-0.77500153
01-Dec-10,England,england_error,-1.5716248
01-Jan-11,Northwest,northwest_error,0.77562714
01-Jan-11,Westmidlands,westmidlands_error,-1.0067825000000001
01-Jan-11,London,london_error,-2.5019607999999995
01-Jan-11,Southwest,southwest_error,-0.82743073
01-Jan-11,England,england_error,-1.4274216
01-Feb-11,Northwest,northwest_error,0.67976379
01-Feb-11,Westmidlands,westmidlands_error,-1.1285018999999998
01-Feb-11,London,london_error,-2.3884887999999997
01-Feb-11,Southwest,southwest_error,-0.9798584000000001
01-Feb-11,England,england_error,-1.3832245
01-Mar-11,Northwest,northwest_error,0.6931839
01-Mar-11,Westmidlands,westmidlands_error,-1.138443
01-Mar-11,London,london_error,-2.3569565
01-Mar-11,Southwest,southwest_error,-0.91753387
01-Mar-11,England,england_error,-1.4239502
01-Apr-11,Northwest,northwest_error,0.79732513
01-Apr-11,Westmidlands,westmidlands_error,-1.1601639
01-Apr-11,London,london_error,-2.2434845
01-Apr-11,Southwest,southwest_error,-0.96995544
01-Apr-11,England,england_error,-1.3797455
01-May-11,Northwest,northwest_error,0.8045578
01-May-11,Westmidlands,westmidlands_error,-1.2779617
01-May-11,London,london_error,-2.1239852999999997
01-May-11,Southwest,southwest_error,-1.0174713
01-May-11,England,england_error,-1.3305206
01-Jun-11,Northwest,northwest_error,0.80870819
01-Jun-11,Westmidlands,westmidlands_error,-1.2996826000000001
01-Jun-11,London,london_error,-2.0105133
01-Jun-11,Southwest,southwest_error,-0.96989441
01-Jun-11,England,england_error,-1.2863159
01-Jul-11,Northwest,northwest_error,0.71594238
01-Jul-11,Westmidlands,westmidlands_error,-1.2174683000000002
01-Jul-11,London,london_error,-1.8910141
01-Jul-11,Southwest,southwest_error,-1.0174026
01-Jul-11,England,england_error,-1.2370911
01-Aug-11,Northwest,northwest_error,0.72008514
01-Aug-11,Westmidlands,westmidlands_error,-1.2391891000000002
01-Aug-11,London,london_error,-1.6775360000000001
01-Aug-11,Southwest,southwest_error,-1.0698318000000002
01-Aug-11,England,england_error,-1.1928940000000001
01-Sep-11,Northwest,northwest_error,0.82422638
01-Sep-11,Westmidlands,westmidlands_error,-1.1609116000000002
01-Sep-11,London,london_error,-1.4640579
01-Sep-11,Southwest,southwest_error,-0.822258
01-Sep-11,England,england_error,-1.0486908000000001
01-Oct-11,Northwest,northwest_error,0.83145905
01-Oct-11,Westmidlands,westmidlands_error,-1.1787108999999998
01-Oct-11,London,london_error,-1.3445663
01-Oct-11,Southwest,southwest_error,-0.86977386
01-Oct-11,England,england_error,-0.99946594
01-Nov-11,Northwest,northwest_error,0.83560944
01-Nov-11,Westmidlands,westmidlands_error,-1.2004242
01-Nov-11,London,london_error,-1.1310883
01-Nov-11,Southwest,southwest_error,-0.72219849
01-Nov-11,England,england_error,-0.95526123
01-Dec-11,Northwest,northwest_error,0.74284363
01-Dec-11,Westmidlands,westmidlands_error,-1.2182159
01-Dec-11,London,london_error,-0.8115920999999999
01-Dec-11,Southwest,southwest_error,-0.76970673
01-Dec-11,England,england_error,-0.7060318
01-Jan-12,Northwest,northwest_error,0.74697876
01-Jan-12,Westmidlands,westmidlands_error,-1.1399384
01-Jan-12,London,london_error,-0.49811554
01-Jan-12,Southwest,southwest_error,-0.72213745
01-Jan-12,England,england_error,-0.66183472
01-Feb-12,Northwest,northwest_error,0.75112152
01-Feb-12,Westmidlands,westmidlands_error,-1.2616577
01-Feb-12,London,london_error,-0.38463593
01-Feb-12,Southwest,southwest_error,-0.77456665
01-Feb-12,England,england_error,-0.61763763
01-Mar-12,Northwest,northwest_error,0.76145172
01-Mar-12,Westmidlands,westmidlands_error,-1.3755263999999998
01-Mar-12,London,london_error,-0.35913086
01-Mar-12,Southwest,southwest_error,-0.91716003
01-Mar-12,England,england_error,-0.66338348
01-Apr-12,Northwest,northwest_error,0.76558685
01-Apr-12,Westmidlands,westmidlands_error,-1.3972473
01-Apr-12,London,london_error,0.054351807
01-Apr-12,Southwest,southwest_error,-1.0695877
01-Apr-12,England,england_error,-0.51918793
01-May-12,Northwest,northwest_error,0.67282867
01-May-12,Westmidlands,westmidlands_error,-1.4150314
01-May-12,London,london_error,0.17384338
01-May-12,Southwest,southwest_error,-1.0170975
01-May-12,England,england_error,-0.46995544
01-Jun-12,Northwest,northwest_error,0.57696533
01-Jun-12,Westmidlands,westmidlands_error,-1.4367523000000002
01-Jun-12,London,london_error,0.38732147
01-Jun-12,Southwest,southwest_error,-1.0695267
01-Jun-12,England,england_error,-0.42575836
01-Jul-12,Northwest,northwest_error,0.58421326
01-Jul-12,Westmidlands,westmidlands_error,-1.4545517
01-Jul-12,London,london_error,0.50681305
01-Jul-12,Southwest,southwest_error,-1.0170364
01-Jul-12,England,england_error,-0.37653351
01-Aug-12,Northwest,northwest_error,0.58834839
01-Aug-12,Westmidlands,westmidlands_error,-1.6762695
01-Aug-12,London,london_error,0.62029266
01-Aug-12,Southwest,southwest_error,-0.96945953
01-Aug-12,England,england_error,-0.3323288
01-Sep-12,Northwest,northwest_error,0.49249268
01-Sep-12,Westmidlands,westmidlands_error,-1.4979935
01-Sep-12,London,london_error,1.0337753
01-Sep-12,Southwest,southwest_error,-0.82189178
01-Sep-12,England,england_error,-0.18813324
01-Oct-12,Northwest,northwest_error,0.49972534
01-Oct-12,Westmidlands,westmidlands_error,-1.4157791000000002
01-Oct-12,London,london_error,1.1532669
01-Oct-12,Southwest,southwest_error,-0.76940155
01-Oct-12,England,england_error,-0.13890076
01-Nov-12,Northwest,northwest_error,0.40386963
01-Nov-12,Westmidlands,westmidlands_error,-1.4375
01-Nov-12,London,london_error,1.1667404
01-Nov-12,Southwest,southwest_error,-0.92182922
01-Nov-12,England,england_error,-0.094703674
01-Dec-12,Northwest,northwest_error,0.41110229
01-Dec-12,Westmidlands,westmidlands_error,-1.3553008999999998
01-Dec-12,London,london_error,1.3862381000000001
01-Dec-12,Southwest,southwest_error,-0.96933746
01-Dec-12,England,england_error,-0.045471190999999994
01-Jan-13,Northwest,northwest_error,0.31524658
01-Jan-13,Westmidlands,westmidlands_error,-1.3770142
01-Jan-13,London,london_error,1.4997101000000002
01-Jan-13,Southwest,southwest_error,-1.0217667
01-Jan-13,England,england_error,-0.10127258
01-Feb-13,Northwest,northwest_error,0.21939087
01-Feb-13,Westmidlands,westmidlands_error,-1.398735
01-Feb-13,London,london_error,1.5131989
01-Feb-13,Southwest,southwest_error,-1.0741958999999999
01-Feb-13,England,england_error,-0.0570755
01-Mar-13,Northwest,northwest_error,0.032814026
01-Mar-13,Westmidlands,westmidlands_error,-1.5086746000000002
01-Mar-13,London,london_error,1.5447235000000001
01-Mar-13,Southwest,southwest_error,-1.2118759
01-Mar-13,England,england_error,-0.097801208
01-Apr-13,Northwest,northwest_error,0.036949157999999996
01-Apr-13,Westmidlands,westmidlands_error,-1.6303940000000001
01-Apr-13,London,london_error,1.6582031000000004
01-Apr-13,Southwest,southwest_error,-1.3643036
01-Apr-13,England,england_error,-0.15359497
01-May-13,Northwest,northwest_error,-0.05581665
01-May-13,Westmidlands,westmidlands_error,-1.7481842
01-May-13,London,london_error,1.8777008000000002
01-May-13,Southwest,southwest_error,-1.3118056999999999
01-May-13,England,england_error,-0.10437012
01-Jun-13,Northwest,northwest_error,-0.15167236
01-Jun-13,Westmidlands,westmidlands_error,-1.7699051
01-Jun-13,London,london_error,1.8911743000000003
01-Jun-13,Southwest,southwest_error,-1.3642348999999998
01-Jun-13,England,england_error,-0.060173035
01-Jul-13,Northwest,northwest_error,-0.1444397
01-Jul-13,Westmidlands,westmidlands_error,-1.8877028999999999
01-Jul-13,London,london_error,2.0106659
01-Jul-13,Southwest,southwest_error,-1.3117447
01-Jul-13,England,england_error,-0.11093903
01-Aug-13,Northwest,northwest_error,-0.24029541
01-Aug-13,Westmidlands,westmidlands_error,-2.0094223
01-Aug-13,London,london_error,2.224144
01-Aug-13,Southwest,southwest_error,-1.2641678
01-Aug-13,England,england_error,-0.066741943
01-Sep-13,Northwest,northwest_error,-0.23614502
01-Sep-13,Westmidlands,westmidlands_error,-2.1311417
01-Sep-13,London,london_error,2.1376266
01-Sep-13,Southwest,southwest_error,-1.4165955
01-Sep-13,England,england_error,-0.12254333
01-Oct-13,Northwest,northwest_error,-0.32891083
01-Oct-13,Westmidlands,westmidlands_error,-2.2489319
01-Oct-13,London,london_error,2.0571213
01-Oct-13,Southwest,southwest_error,-1.3641128999999999
01-Oct-13,England,england_error,-0.17331696
01-Nov-13,Northwest,northwest_error,-0.32476807
01-Nov-13,Westmidlands,westmidlands_error,-2.1706543
01-Nov-13,London,london_error,2.1705932999999997
01-Nov-13,Southwest,southwest_error,-1.3165358999999999
01-Nov-13,England,england_error,-0.12911224
01-Dec-13,Northwest,northwest_error,-0.41753387
01-Dec-13,Westmidlands,westmidlands_error,-1.9884491000000002
01-Dec-13,London,london_error,1.9900894
01-Dec-13,Southwest,southwest_error,-1.4640427
01-Dec-13,England,england_error,-0.17989349
01-Jan-14,Northwest,northwest_error,-0.51338959
01-Jan-14,Westmidlands,westmidlands_error,-1.8101653999999998
01-Jan-14,London,london_error,1.9035721
01-Jan-14,Southwest,southwest_error,-1.5164719
01-Jan-14,England,england_error,-0.23569489
01-Feb-14,Northwest,northwest_error,-0.6092453
01-Feb-14,Westmidlands,westmidlands_error,-1.9318848000000002
01-Feb-14,London,london_error,1.7170486
01-Feb-14,Southwest,southwest_error,-1.6688995
01-Feb-14,England,england_error,-0.39148712
01-Mar-14,Northwest,northwest_error,-0.6958313
01-Mar-14,Westmidlands,westmidlands_error,-1.9418258999999998
01-Mar-14,London,london_error,1.7485733
01-Mar-14,Southwest,southwest_error,-1.7065811000000002
01-Mar-14,England,england_error,-0.33220673
01-Apr-14,Northwest,northwest_error,-0.69168854
01-Apr-14,Westmidlands,westmidlands_error,-1.9635468
01-Apr-14,London,london_error,1.7620468
01-Apr-14,Southwest,southwest_error,-1.6590118000000003
01-Apr-14,England,england_error,-0.38800812
01-May-14,Northwest,northwest_error,-0.78445435
01-May-14,Westmidlands,westmidlands_error,-1.9813385
01-May-14,London,london_error,1.881546
01-May-14,Southwest,southwest_error,-1.8065186000000002
